id_beneficiaire,annee,region,code_region,province,milieu,genre,age,tranche_age,operateur,niveau_formation,heures_formation,formation_completee,score_evaluation_final
ALP501356,2019,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Féminin,20,15-24,Entreprise,Niveau 1 (débutant),135,1,86.3
ALP501357,2018,Casablanca-Settat,CAS,Settat,Rural,Féminin,35,25-34,ANLCA,Niveau 1 (débutant),44,1,84.7
ALP501358,2016,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,52,50-64,Association partenaire,Niveau 2 (intermédiaire),79,1,56.2
ALP501359,2016,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,46,35-49,ANLCA,Niveau 3 (avancé),128,1,73.8
ALP501360,2022,Casablanca-Settat,CAS,Settat,Urbain,Féminin,51,50-64,ANLCA,Niveau 3 (avancé),131,0,42.2
ALP501361,2023,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Féminin,48,35-49,ANLCA,Niveau 2 (intermédiaire),44,1,67.2
ALP501362,2021,Fès-Meknès,FES,Taounate,Rural,Féminin,60,50-64,Association partenaire,Niveau 3 (avancé),76,0,67.5
ALP501363,2023,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,56,50-64,Association partenaire,Niveau 1 (débutant),168,1,51.7
ALP501364,2019,Guelmim-Oued Noun,GUE,Sidi Ifni,Rural,Féminin,62,50-64,Association partenaire,Niveau 2 (intermédiaire),95,1,75.9
ALP501365,2019,Casablanca-Settat,CAS,Berrechid,Rural,Masculin,58,50-64,Association partenaire,Niveau 2 (intermédiaire),72,0,71.1
ALP501366,2022,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,43,35-49,ANLCA,Niveau 2 (intermédiaire),46,0,74.5
ALP501367,2023,Marrakech-Safi,MAR,Youssoufia,Rural,Féminin,32,25-34,Entreprise,Niveau 2 (intermédiaire),180,1,68.3
ALP501368,2018,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,29,25-34,ANLCA,Niveau 1 (débutant),187,1,59.2
ALP501369,2019,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Féminin,45,35-49,Mosquée,Niveau 1 (débutant),156,1,50.8
ALP501370,2021,Fès-Meknès,FES,Moulay Yacoub,Rural,Féminin,37,35-49,Entreprise,Niveau 1 (débutant),60,1,56.0
ALP501371,2015,Casablanca-Settat,CAS,Casablanca,Urbain,Féminin,20,15-24,ANLCA,Niveau 2 (intermédiaire),71,1,56.3
ALP501372,2021,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Masculin,57,50-64,ANLCA,Niveau 1 (débutant),73,1,58.9
ALP501373,2021,Oriental,ORI,Oujda-Angad,Urbain,Féminin,60,50-64,Mosquée,Niveau 3 (avancé),143,1,47.0
ALP501374,2020,Fès-Meknès,FES,Fès,Rural,Masculin,45,35-49,Association partenaire,Niveau 2 (intermédiaire),103,1,47.7
ALP501375,2017,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,64,50-64,Association partenaire,Niveau 1 (débutant),93,1,34.7
ALP501376,2022,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Masculin,49,35-49,Entreprise,Niveau 2 (intermédiaire),138,1,60.8
ALP501377,2019,Fès-Meknès,FES,Taza,Rural,Féminin,54,50-64,Mosquée,Niveau 1 (débutant),78,1,61.9
ALP501378,2020,Fès-Meknès,FES,Meknès,Rural,Féminin,24,15-24,ONG,Niveau 2 (intermédiaire),155,1,58.3
ALP501379,2017,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Féminin,63,50-64,ANLCA,Niveau 1 (débutant),81,1,43.8
ALP501380,2018,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Féminin,56,50-64,Association partenaire,Niveau 1 (débutant),128,0,79.1
ALP501381,2022,Marrakech-Safi,MAR,Safi,Rural,Masculin,37,35-49,Mosquée,Niveau 3 (avancé),44,1,49.4
ALP501382,2022,Marrakech-Safi,MAR,Youssoufia,Rural,Féminin,15,,Association partenaire,Niveau 2 (intermédiaire),162,1,65.1
ALP501383,2021,Fès-Meknès,FES,Moulay Yacoub,Rural,Masculin,55,50-64,Association partenaire,Niveau 1 (débutant),86,0,74.7
ALP501384,2023,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Masculin,30,25-34,ANLCA,Niveau 2 (intermédiaire),98,0,84.2
ALP501385,2019,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Masculin,56,50-64,ANLCA,Niveau 2 (intermédiaire),62,0,49.9
ALP501386,2021,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Féminin,54,50-64,ANLCA,Niveau 2 (intermédiaire),144,1,40.4
ALP501387,2023,Fès-Meknès,FES,Meknès,Urbain,Masculin,48,35-49,ANLCA,Niveau 1 (débutant),76,0,49.8
ALP501388,2021,Marrakech-Safi,MAR,Essaouira,Urbain,Féminin,20,15-24,Association partenaire,Niveau 1 (débutant),109,0,78.9
ALP501389,2019,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,46,35-49,ANLCA,Niveau 1 (débutant),85,0,86.2
ALP501390,2016,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,23,15-24,ANLCA,Niveau 2 (intermédiaire),137,1,63.7
ALP501391,2023,Fès-Meknès,FES,Séfrou,Rural,Féminin,62,50-64,ANLCA,Niveau 2 (intermédiaire),126,1,77.7
ALP501392,2020,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Masculin,55,50-64,ANLCA,Niveau 3 (avancé),113,0,60.0
ALP501393,2020,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Masculin,50,35-49,Association partenaire,Niveau 2 (intermédiaire),78,1,66.0
ALP501394,2015,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,37,35-49,Mosquée,Niveau 3 (avancé),72,1,60.4
ALP501395,2016,Marrakech-Safi,MAR,Al Haouz,Urbain,Masculin,49,35-49,Mosquée,Niveau 1 (débutant),79,0,94.7
ALP501396,2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Féminin,45,35-49,ANLCA,Niveau 3 (avancé),45,1,75.9
ALP501397,2021,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,26,25-34,Association partenaire,Niveau 2 (intermédiaire),198,1,72.2
ALP501398,2017,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,36,35-49,Association partenaire,Niveau 3 (avancé),52,0,68.1
ALP501399,2023,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Féminin,50,35-49,Association partenaire,Niveau 3 (avancé),63,0,75.4
ALP501400,2021,Marrakech-Safi,MAR,Safi,Urbain,Féminin,48,35-49,Mosquée,Niveau 1 (débutant),152,1,61.1
ALP501401,2018,Oriental,ORI,Driouch,Urbain,Féminin,18,15-24,ANLCA,Niveau 3 (avancé),130,0,60.2
ALP501402,2023,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Masculin,55,50-64,Association partenaire,Niveau 2 (intermédiaire),79,0,69.6
ALP501403,2021,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Féminin,34,25-34,Association partenaire,Niveau 1 (débutant),185,1,46.0
ALP501404,2020,Marrakech-Safi,MAR,Youssoufia,Rural,Féminin,29,25-34,ANLCA,Niveau 1 (débutant),151,1,66.2
ALP501405,2020,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,31,25-34,ONG,Niveau 3 (avancé),125,1,76.4
ALP501406,2015,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Féminin,26,25-34,Entreprise,Niveau 3 (avancé),197,0,64.7
ALP501407,2022,Marrakech-Safi,MAR,Chichaoua,Urbain,Féminin,50,35-49,ONG,Niveau 3 (avancé),192,1,79.6
ALP501408,2016,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,57,50-64,ANLCA,Niveau 1 (débutant),44,1,84.1
ALP501409,2020,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Féminin,43,35-49,Association partenaire,Niveau 3 (avancé),49,1,58.1
ALP501410,2015,Fès-Meknès,FES,Fès,Rural,Masculin,18,15-24,Association partenaire,Niveau 2 (intermédiaire),141,1,86.8
ALP501411,2021,Oriental,ORI,Figuig,Rural,Féminin,26,25-34,Association partenaire,Niveau 1 (débutant),177,0,49.9
ALP501412,2018,Fès-Meknès,FES,Séfrou,Rural,Féminin,63,50-64,Association partenaire,Niveau 3 (avancé),129,1,84.2
ALP501413,2016,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Féminin,33,25-34,ANLCA,Niveau 2 (intermédiaire),117,1,41.6
ALP501414,2021,Marrakech-Safi,MAR,Youssoufia,Rural,Féminin,39,35-49,Entreprise,Niveau 1 (débutant),109,1,63.0
ALP501415,2018,Souss-Massa,SOU,Tiznit,Rural,Féminin,47,35-49,Association partenaire,Niveau 3 (avancé),118,0,60.4
ALP501416,2016,Fès-Meknès,FES,Taza,Urbain,Masculin,41,35-49,Association partenaire,Niveau 1 (débutant),64,1,79.0
ALP501417,2020,Drâa-Tafilalet,DRA,Midelt,Rural,Masculin,61,50-64,Association partenaire,Niveau 2 (intermédiaire),136,1,68.8
ALP501418,2021,Fès-Meknès,FES,Meknès,Rural,Féminin,37,35-49,ANLCA,Niveau 2 (intermédiaire),179,0,62.8
ALP501419,2018,Fès-Meknès,FES,Taounate,Rural,Féminin,59,50-64,ANLCA,Niveau 3 (avancé),83,1,57.8
ALP501420,2020,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,31,25-34,ANLCA,Niveau 3 (avancé),126,1,69.4
ALP501421,2015,Dakhla-Oued Eddahab,DAK,Aousserd,Rural,Féminin,40,35-49,ANLCA,Niveau 1 (débutant),182,1,57.1
ALP501422,2017,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,20,15-24,Association partenaire,Niveau 2 (intermédiaire),130,1,53.0
ALP501423,2015,Oriental,ORI,Jerada,Urbain,Masculin,52,50-64,Association partenaire,Niveau 3 (avancé),165,1,54.6
ALP501424,2017,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,16,15-24,Association partenaire,Niveau 2 (intermédiaire),189,0,41.8
ALP501425,2020,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Masculin,48,35-49,ANLCA,Niveau 2 (intermédiaire),49,1,59.5
ALP501426,2021,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Masculin,62,50-64,ANLCA,Niveau 2 (intermédiaire),78,0,88.2
ALP501427,2023,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,20,15-24,Mosquée,Niveau 2 (intermédiaire),174,0,83.2
ALP501428,2020,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Masculin,55,50-64,ANLCA,Niveau 1 (débutant),45,1,100.0
ALP501429,2020,Fès-Meknès,FES,El Hajeb,Rural,Masculin,50,35-49,ANLCA,Niveau 1 (débutant),168,1,79.6
ALP501430,2017,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,20,15-24,Mosquée,Niveau 2 (intermédiaire),83,0,37.0
ALP501431,2015,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Féminin,50,35-49,ONG,Niveau 2 (intermédiaire),170,0,74.9
ALP501432,2023,Fès-Meknès,FES,Meknès,Rural,Féminin,32,25-34,ANLCA,Niveau 1 (débutant),153,0,55.8
ALP501433,2023,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Féminin,22,15-24,Mosquée,Niveau 3 (avancé),177,1,84.9
ALP501434,2023,Oriental,ORI,Berkane,Rural,Féminin,55,50-64,Association partenaire,Niveau 3 (avancé),160,1,36.2
ALP501435,2015,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,27,25-34,Mosquée,Niveau 1 (débutant),106,1,30.7
ALP501436,2016,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,46,35-49,Association partenaire,Niveau 2 (intermédiaire),110,0,54.1
ALP501437,2023,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Masculin,28,25-34,ANLCA,Niveau 3 (avancé),53,1,77.1
ALP501438,2017,Casablanca-Settat,CAS,Settat,Urbain,Féminin,27,25-34,Association partenaire,Niveau 1 (débutant),64,1,59.2
ALP501439,2020,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Masculin,55,50-64,Association partenaire,Niveau 1 (débutant),97,1,56.4
ALP501440,2021,Casablanca-Settat,CAS,Berrechid,Rural,Masculin,16,15-24,Association partenaire,Niveau 2 (intermédiaire),84,1,57.6
ALP501441,2018,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,30,25-34,ANLCA,Niveau 1 (débutant),128,1,68.2
ALP501442,2015,Fès-Meknès,FES,Meknès,Rural,Féminin,19,15-24,ANLCA,Niveau 2 (intermédiaire),123,1,63.1
ALP501443,2019,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Masculin,28,25-34,ONG,Niveau 1 (débutant),44,1,57.6
ALP501444,2017,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,31,25-34,Association partenaire,Niveau 2 (intermédiaire),106,1,29.2
ALP501445,2015,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Masculin,52,50-64,ANLCA,Niveau 3 (avancé),179,1,74.4
ALP501446,2019,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Féminin,61,50-64,Association partenaire,Niveau 2 (intermédiaire),135,1,75.6
ALP501447,2020,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,41,35-49,ANLCA,Niveau 2 (intermédiaire),41,1,46.7
ALP501448,2016,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Féminin,30,25-34,Mosquée,Niveau 3 (avancé),191,1,62.5
ALP501449,2016,Casablanca-Settat,CAS,Mohammadia,Urbain,Masculin,27,25-34,ANLCA,Niveau 1 (débutant),165,1,38.4
ALP501450,2017,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Féminin,59,50-64,Mosquée,Niveau 2 (intermédiaire),50,0,62.7
ALP501451,2019,Marrakech-Safi,MAR,Al Haouz,Rural,Féminin,63,50-64,Mosquée,Niveau 1 (débutant),114,1,41.8
ALP501452,2020,Casablanca-Settat,CAS,Casablanca,Rural,Masculin,49,35-49,ANLCA,Niveau 3 (avancé),56,1,47.8
ALP501453,2015,Marrakech-Safi,MAR,Marrakech,Urbain,Masculin,40,35-49,ANLCA,Niveau 2 (intermédiaire),72,1,54.3
ALP501454,2022,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Féminin,17,15-24,ANLCA,Niveau 3 (avancé),90,0,69.7
ALP501455,2020,Fès-Meknès,FES,Meknès,Rural,Féminin,41,35-49,Association partenaire,Niveau 1 (débutant),110,0,74.7
ALP501456,2023,Casablanca-Settat,CAS,Settat,Rural,Masculin,54,50-64,ONG,Niveau 2 (intermédiaire),95,0,59.8
ALP501457,2022,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,59,50-64,ONG,Niveau 2 (intermédiaire),117,1,56.2
ALP501458,2023,Guelmim-Oued Noun,GUE,Guelmim,Urbain,Masculin,23,15-24,Association partenaire,Niveau 3 (avancé),83,1,15.4
ALP501459,2021,Fès-Meknès,FES,Séfrou,Rural,Masculin,31,25-34,Association partenaire,Niveau 1 (débutant),117,1,58.2
ALP501460,2015,Drâa-Tafilalet,DRA,Zagora,Urbain,Masculin,33,25-34,Mosquée,Niveau 1 (débutant),92,1,78.3
ALP501461,2021,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Masculin,23,15-24,Entreprise,Niveau 3 (avancé),112,1,60.3
ALP501462,2022,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,16,15-24,Mosquée,Niveau 1 (débutant),81,1,42.1
ALP501463,2020,Casablanca-Settat,CAS,Khouribga,Urbain,Masculin,56,50-64,ANLCA,Niveau 2 (intermédiaire),191,1,79.6
ALP501464,2016,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Féminin,48,35-49,Association partenaire,Niveau 3 (avancé),192,0,39.0
ALP501465,2015,Fès-Meknès,FES,Moulay Yacoub,Rural,Masculin,49,35-49,Association partenaire,Niveau 2 (intermédiaire),101,1,67.1
ALP501466,2015,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,43,35-49,ANLCA,Niveau 1 (débutant),75,0,83.6
ALP501467,2016,Casablanca-Settat,CAS,Mohammadia,Urbain,Masculin,63,50-64,ANLCA,Niveau 2 (intermédiaire),188,1,48.0
ALP501468,2015,Drâa-Tafilalet,DRA,Zagora,Urbain,Féminin,23,15-24,ANLCA,Niveau 2 (intermédiaire),184,1,78.3
ALP501469,2021,Marrakech-Safi,MAR,Youssoufia,Rural,Masculin,62,50-64,ANLCA,Niveau 1 (débutant),56,1,29.7
ALP501470,2018,Drâa-Tafilalet,DRA,Zagora,Rural,Féminin,57,50-64,Mosquée,Niveau 1 (débutant),157,1,43.2
ALP501471,2016,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,44,35-49,ANLCA,Niveau 3 (avancé),167,0,80.8
ALP501472,2020,Fès-Meknès,FES,Moulay Yacoub,Urbain,Masculin,57,50-64,Association partenaire,Niveau 1 (débutant),76,1,45.5
ALP501473,2017,Casablanca-Settat,CAS,Benslimane,Rural,Féminin,54,50-64,Mosquée,Niveau 2 (intermédiaire),178,1,35.8
ALP501474,2016,Oriental,ORI,Guercif,Rural,Féminin,51,50-64,ONG,Niveau 3 (avancé),45,1,61.6
ALP501475,2023,Casablanca-Settat,CAS,Casablanca,Urbain,Féminin,22,15-24,ANLCA,Niveau 2 (intermédiaire),147,1,67.0
ALP501476,2023,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Féminin,52,50-64,Association partenaire,Niveau 1 (débutant),152,1,45.1
ALP501477,2020,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Féminin,47,35-49,ANLCA,Niveau 1 (débutant),164,1,83.0
ALP501478,2015,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,36,35-49,Association partenaire,Niveau 1 (débutant),81,0,48.9
ALP501479,2019,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Féminin,56,50-64,Association partenaire,Niveau 3 (avancé),103,0,92.6
ALP501480,2020,Souss-Massa,SOU,Tiznit,Urbain,Masculin,43,35-49,Association partenaire,Niveau 1 (débutant),164,1,87.0
ALP501481,2021,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Féminin,51,50-64,Association partenaire,Niveau 2 (intermédiaire),91,0,96.6
ALP501482,2016,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Féminin,29,25-34,ONG,Niveau 1 (débutant),171,0,61.4
ALP501483,2022,Fès-Meknès,FES,Taza,Rural,Masculin,60,50-64,Association partenaire,Niveau 3 (avancé),127,1,0.0
ALP501484,2017,Casablanca-Settat,CAS,Berrechid,Urbain,Féminin,44,35-49,Entreprise,Niveau 1 (débutant),87,1,100.0
ALP501485,2023,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,34,25-34,Association partenaire,Niveau 1 (débutant),118,0,76.2
ALP501486,2020,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,62,50-64,ANLCA,Niveau 1 (débutant),163,0,79.7
ALP501487,2023,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,28,25-34,ANLCA,Niveau 1 (débutant),104,0,68.7
ALP501488,2019,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,61,50-64,ONG,Niveau 3 (avancé),64,1,79.7
ALP501489,2023,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Masculin,55,50-64,Mosquée,Niveau 1 (débutant),146,0,82.1
ALP501490,2018,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Féminin,50,35-49,Mosquée,Niveau 1 (débutant),48,0,57.7
ALP501491,2021,Laâyoune-Sakia El Hamra,LAA,Tarfaya,Rural,Féminin,58,50-64,ANLCA,Niveau 2 (intermédiaire),142,1,79.6
ALP501492,2019,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Féminin,51,50-64,ANLCA,Niveau 2 (intermédiaire),189,1,55.0
ALP501493,2023,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,38,35-49,Mosquée,Niveau 3 (avancé),164,1,70.3
ALP501494,2017,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,36,35-49,ANLCA,Niveau 2 (intermédiaire),149,1,95.2
ALP501495,2017,Oriental,ORI,Guercif,Rural,Féminin,22,15-24,ANLCA,Niveau 1 (débutant),171,1,75.7
ALP501496,2021,Souss-Massa,SOU,Taroudannt,Urbain,Féminin,46,35-49,ANLCA,Niveau 2 (intermédiaire),131,0,51.6
ALP501497,2017,Fès-Meknès,FES,Séfrou,Rural,Féminin,40,35-49,Entreprise,Niveau 2 (intermédiaire),143,1,64.3
ALP501498,2018,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,36,35-49,Mosquée,Niveau 1 (débutant),74,1,59.8
ALP501499,2017,Marrakech-Safi,MAR,Chichaoua,Urbain,Féminin,25,15-24,ONG,Niveau 1 (débutant),104,1,67.1
ALP501500,2023,Casablanca-Settat,CAS,Casablanca,Urbain,Féminin,23,15-24,ANLCA,Niveau 3 (avancé),48,1,94.8
ALP501501,2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,33,25-34,Association partenaire,Niveau 3 (avancé),190,0,43.0
ALP501502,2021,Fès-Meknès,FES,El Hajeb,Urbain,Masculin,40,35-49,Association partenaire,Niveau 3 (avancé),182,0,46.3
ALP501503,2018,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,30,25-34,Mosquée,Niveau 1 (débutant),124,1,75.6
ALP501504,2016,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Féminin,62,50-64,Association partenaire,Niveau 3 (avancé),172,0,49.3
ALP501505,2017,Fès-Meknès,FES,Taounate,Rural,Féminin,17,15-24,ANLCA,Niveau 1 (débutant),139,0,74.6
ALP501506,2019,Oriental,ORI,Figuig,Rural,Masculin,44,35-49,ANLCA,Niveau 2 (intermédiaire),75,0,69.4
ALP501507,2015,Fès-Meknès,FES,Ifrane,Urbain,Féminin,50,35-49,ANLCA,Niveau 1 (débutant),91,1,44.0
ALP501508,2022,Fès-Meknès,FES,Taza,Urbain,Féminin,39,35-49,Association partenaire,Niveau 1 (débutant),146,1,94.8
ALP501509,2017,Drâa-Tafilalet,DRA,Zagora,Urbain,Féminin,26,25-34,ANLCA,Niveau 1 (débutant),90,1,81.4
ALP501510,2016,Fès-Meknès,FES,El Hajeb,Urbain,Masculin,31,25-34,ONG,Niveau 1 (débutant),182,0,59.8
ALP501511,2021,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,26,25-34,ANLCA,Niveau 1 (débutant),109,1,51.3
ALP501512,2019,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Féminin,40,35-49,ANLCA,Niveau 1 (débutant),42,0,72.9
ALP501513,2022,Casablanca-Settat,CAS,Mohammadia,Rural,Masculin,59,50-64,Association partenaire,Niveau 2 (intermédiaire),143,0,47.9
ALP501514,2019,Marrakech-Safi,MAR,Chichaoua,Urbain,Masculin,34,25-34,ANLCA,Niveau 2 (intermédiaire),119,1,59.3
ALP501515,2017,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Féminin,56,50-64,ANLCA,Niveau 2 (intermédiaire),175,1,83.8
ALP501516,2023,Casablanca-Settat,CAS,Casablanca,Rural,Masculin,27,25-34,Association partenaire,Niveau 2 (intermédiaire),196,1,55.4
ALP501517,2015,Drâa-Tafilalet,DRA,Zagora,Urbain,Féminin,60,50-64,ONG,Niveau 1 (débutant),46,1,77.3
ALP501518,2018,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Féminin,56,50-64,ONG,Niveau 3 (avancé),124,0,100.0
ALP501519,2016,Marrakech-Safi,MAR,Al Haouz,Urbain,Masculin,48,35-49,Association partenaire,Niveau 2 (intermédiaire),72,1,55.4
ALP501520,2018,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Masculin,60,50-64,Entreprise,Niveau 2 (intermédiaire),151,1,55.9
ALP501521,2020,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Féminin,38,35-49,Association partenaire,Niveau 3 (avancé),106,1,26.8
ALP501522,2020,Oriental,ORI,Driouch,Rural,Masculin,39,35-49,ANLCA,Niveau 1 (débutant),181,0,78.7
ALP501523,2015,Oriental,ORI,Nador,Rural,Féminin,60,50-64,ANLCA,Niveau 2 (intermédiaire),146,1,61.8
ALP501524,2021,Oriental,ORI,Driouch,Rural,Féminin,54,50-64,ANLCA,Niveau 3 (avancé),92,1,100.0
ALP501525,2019,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Féminin,27,25-34,ANLCA,Niveau 2 (intermédiaire),156,1,71.9
ALP501526,2016,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,59,50-64,ANLCA,Niveau 2 (intermédiaire),182,1,63.4
ALP501527,2019,Casablanca-Settat,CAS,Khouribga,Urbain,Masculin,32,25-34,Association partenaire,Niveau 1 (débutant),88,1,63.8
ALP501528,2021,Fès-Meknès,FES,Séfrou,Urbain,Masculin,34,25-34,ANLCA,Niveau 2 (intermédiaire),48,0,44.7
ALP501529,2022,Casablanca-Settat,CAS,Berrechid,Rural,Masculin,20,15-24,Association partenaire,Niveau 1 (débutant),180,1,65.2
ALP501530,2017,Fès-Meknès,FES,Ifrane,Urbain,Féminin,25,15-24,ANLCA,Niveau 2 (intermédiaire),85,1,74.1
ALP501531,2020,Casablanca-Settat,CAS,El Jadida,Rural,Masculin,20,15-24,ANLCA,Niveau 1 (débutant),114,0,50.8
ALP501532,2021,Marrakech-Safi,MAR,Marrakech,Urbain,Féminin,59,50-64,ANLCA,Niveau 2 (intermédiaire),164,1,100.0
ALP501533,2021,Casablanca-Settat,CAS,Benslimane,Urbain,Masculin,22,15-24,ANLCA,Niveau 3 (avancé),172,1,40.6
ALP501534,2016,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Féminin,21,15-24,ONG,Niveau 3 (avancé),65,1,55.9
ALP501535,2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Féminin,36,35-49,ANLCA,Niveau 1 (débutant),114,0,17.9
ALP501536,2017,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Féminin,28,25-34,ANLCA,Niveau 2 (intermédiaire),100,0,43.4
ALP501537,2015,Fès-Meknès,FES,Fès,Urbain,Féminin,28,25-34,Association partenaire,Niveau 2 (intermédiaire),121,1,93.6
ALP501538,2020,Souss-Massa,SOU,Taroudannt,Rural,Féminin,54,50-64,Mosquée,Niveau 2 (intermédiaire),157,0,54.5
ALP501539,2015,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Féminin,64,50-64,ANLCA,Niveau 1 (débutant),107,0,49.1
ALP501540,2020,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,46,35-49,ANLCA,Niveau 3 (avancé),151,1,71.5
ALP501541,2018,Marrakech-Safi,MAR,Al Haouz,Rural,Féminin,42,35-49,Association partenaire,Niveau 1 (débutant),115,1,68.7
ALP501542,2017,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Féminin,47,35-49,ANLCA,Niveau 3 (avancé),91,1,69.6
