id_etablissement,nom_etablissement,annee_scolaire,region,code_region,province,milieu,secteur,cycle,nb_classes,effectif_eleves,annee_creation,equipement_bibliotheque,equipement_laboratoire,equipement_salle_sport,acces_internet,cantine,latitude,longitude
ETB10575,Lycée 193-SOU,2019-2020,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Public,Qualifiant,13,463,1972,0,0,1,0,0,28.97922,-7.16377
ETB10576,Lycée 39-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Privé,Qualifiant,25,294,1981,1,1,1,0,0,31.68936,-3.25689
ETB10577,Collège 100-MAR,2019-2020,Marrakech-Safi,MAR,Al Haouz,Urbain,Public,Collégial,33,544,1983,0,0,0,0,0,31.73306,-2.67038
ETB10578,Collège 45-FES,2018-2019,Fès-Meknès,FES,Taounate,Urbain,Privé,Collégial,32,660,1998,0,0,1,0,1,33.43434,-9.58722
ETB10579,École 422-SOU,2020-2021,Souss-Massa,SOU,Taroudannt,Rural,Privé,Primaire,8,221,2020,1,1,1,0,0,28.81219,-12.91061
ETB10580,Collège 424-FES,2017-2018,Fès-Meknès,FES,Fès,Urbain,Public,Collégial,16,291,1997,1,0,1,1,1,35.31386,-11.02784
ETB10581,École 276-RAB,2016-2017,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Public,Primaire,28,212,2012,1,0,0,1,0,28.61708,-7.59118
ETB10582,École 487-CAS,2021-2022,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,18,309,2004,1,0,1,0,1,32.77363,-12.30531
ETB10583,École 69-RAB,2016-2017,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Public,Primaire,30,385,1973,1,0,1,1,0,33.05465,-11.28235
ETB10584,Jardin 81-CAS,2019-2020,Casablanca-Settat,CAS,Casablanca,Rural,Public,Préscolaire,32,66,2006,1,1,0,0,0,32.98911,-10.08545
ETB10585,Collège 155-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Collégial,27,233,2008,0,1,1,1,1,33.63065,-8.15071
ETB10586,OFPPT 187-DRA,2016-2017,Drâa-Tafilalet,DRA,Tinghir,Urbain,Public,Formation Professionnelle,29,281,1964,1,0,0,1,0,31.82123,-10.14134
ETB10587,École 20-TAN,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Privé,Primaire,19,262,1983,0,0,0,1,0,30.26202,-2.96963
ETB10588,Collège 178-CAS,2017-2018,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Collégial,34,291,2007,0,1,0,1,0,32.92909,-10.50117
ETB10589,École 31-DRA,2015-2016,Drâa-Tafilalet,DRA,Errachidia,Urbain,Public,Primaire,10,262,2013,0,1,0,1,1,34.17576,-6.15855
ETB10590,Collège 387-MAR,2016-2017,Marrakech-Safi,MAR,Youssoufia,Urbain,Public,Collégial,22,435,1983,0,1,1,1,0,34.85204,-7.18756
ETB10591,École 380-FES,2016-2017,Fès-Meknès,FES,Boulemane,Rural,Public,Primaire,3,274,2021,1,0,0,1,0,32.29151,-12.11643
ETB10592,Jardin 87-MAR,2022-2023,Marrakech-Safi,MAR,Chichaoua,Rural,Public,Préscolaire,21,51,2009,1,0,1,1,1,29.63485,-5.90223
ETB10593,OFPPT 313-CAS,2018-2019,Casablanca-Settat,CAS,Khouribga,Rural,Public,Formation Professionnelle,23,235,1967,0,1,1,0,0,29.20161,-5.80364
ETB10594,École 369-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Public,Primaire,4,357,1997,0,1,0,1,0,28.8543,-5.75738
ETB10595,Collège 364-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Collégial,13,379,1969,0,0,1,0,1,29.58145,-8.7663
ETB10596,Collège 14-SOU,2015-2016,Souss-Massa,SOU,Tata,Urbain,Public,Collégial,10,397,1963,0,1,1,1,1,31.914,-3.02087
ETB10597,Collège 155-RAB,2021-2022,Rabat-Salé-Kénitra,RAB,Salé,Rural,Public,Collégial,4,564,1964,0,1,0,1,1,34.11402,-4.51201
ETB10598,École 344-CAS,2020-2021,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Primaire,22,357,2002,0,0,0,0,0,35.27287,-10.99959
ETB10599,OFPPT 317-MAR,2019-2020,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Formation Professionnelle,8,152,1987,1,1,1,0,1,35.64068,-2.08762
ETB10600,École 125-DRA,2022-2023,Drâa-Tafilalet,DRA,Midelt,Urbain,Public,Primaire,3,311,1986,1,1,0,1,1,29.86655,-6.96246
ETB10601,École 151-MAR,2015-2016,Marrakech-Safi,MAR,Marrakech,Rural,Public,Primaire,32,377,1990,0,1,0,0,0,30.14339,-3.04534
ETB10602,Jardin 162-CAS,2022-2023,Casablanca-Settat,CAS,Khouribga,Rural,Public,Préscolaire,14,71,1975,0,0,1,0,0,30.43032,-8.64339
ETB10603,École 287-SOU,2017-2018,Souss-Massa,SOU,Tata,Rural,Public,Primaire,28,258,2004,1,1,0,1,0,33.14601,-3.05895
ETB10604,Collège 368-CAS,2017-2018,Casablanca-Settat,CAS,Settat,Rural,Public,Collégial,17,410,2003,1,0,1,1,0,31.87491,-11.54383
ETB10605,Collège 133-FES,2018-2019,Fès-Meknès,FES,Moulay Yacoub,Urbain,Privé,Collégial,11,508,1993,0,1,0,0,0,28.11359,-9.80301
ETB10606,Collège 29-FES,2019-2020,Fès-Meknès,FES,Fès,Rural,Public,Collégial,27,394,1964,1,1,1,1,0,34.74581,-6.07039
ETB10607,Collège 493-TAN,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Public,Collégial,19,400,1971,1,0,0,0,0,34.6948,-4.04585
ETB10608,École 102-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Primaire,25,341,2014,0,0,0,1,0,28.95575,-5.65653
ETB10609,École 492-SOU,2017-2018,Souss-Massa,SOU,Tata,Urbain,Privé,Primaire,14,407,1962,1,0,1,1,1,34.31381,-1.73782
ETB10610,École 103-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Public,Primaire,20,359,1983,0,0,0,0,0,32.1029,-9.20192
ETB10611,École 495-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Public,Primaire,34,354,1975,1,1,1,1,1,35.28617,-5.67375
ETB10612,Collège 222-BMK,2019-2020,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Public,Collégial,4,460,2009,1,1,0,1,0,29.07513,-13.12967
ETB10613,Université 328-ORI,2023-2024,Oriental,ORI,Jerada,Urbain,Public,Supérieur,12,1368,1961,1,0,0,0,0,35.49703,-4.10893
ETB10614,École 163-CAS,2019-2020,Casablanca-Settat,CAS,Berrechid,Rural,Privé,Primaire,29,278,1999,1,1,1,0,1,35.6182,-7.13295
ETB10615,École 179-LAA,2017-2018,Laâyoune-Sakia El Hamra,LAA,Tarfaya,Rural,Public,Primaire,15,290,1988,0,0,1,0,0,33.98374,-12.94585
ETB10616,École 62-MAR,2022-2023,Marrakech-Safi,MAR,Safi,Urbain,Public,Primaire,6,200,2002,1,1,1,0,1,33.10775,-4.20164
ETB10617,École 363-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Primaire,17,331,1989,1,1,0,0,1,29.8985,-3.67675
ETB10618,Collège 161-CAS,2018-2019,Casablanca-Settat,CAS,Settat,Urbain,Public,Collégial,12,391,1998,1,1,1,0,1,33.55612,-12.29623
ETB10619,Collège 305-SOU,2016-2017,Souss-Massa,SOU,Tata,Rural,Public,Collégial,24,156,1994,0,0,1,0,0,29.8605,-2.87813
ETB10620,OFPPT 431-CAS,2015-2016,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Formation Professionnelle,20,299,1974,1,0,0,1,0,32.37392,-12.30018
ETB10621,Jardin 30-BMK,2019-2020,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Privé,Préscolaire,28,69,1985,0,1,0,1,1,30.95998,-8.415
ETB10622,Jardin 484-CAS,2020-2021,Casablanca-Settat,CAS,Mohammadia,Urbain,Public,Préscolaire,28,71,2011,1,0,1,1,1,32.57075,-7.61639
ETB10623,Collège 168-FES,2016-2017,Fès-Meknès,FES,Séfrou,Rural,Public,Collégial,34,403,1977,1,1,1,0,0,35.69579,-8.41193
ETB10624,Jardin 487-CAS,2018-2019,Casablanca-Settat,CAS,Berrechid,Urbain,Privé,Préscolaire,6,59,2015,0,0,1,0,0,34.57544,-7.49613
ETB10625,École 177-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,32,223,1970,1,1,1,0,0,31.27146,-9.49826
ETB10626,École 310-SOU,2016-2017,Souss-Massa,SOU,Tata,Urbain,Public,Primaire,7,209,1970,0,0,1,0,0,31.80866,-1.15788
ETB10627,OFPPT 180-CAS,2016-2017,Casablanca-Settat,CAS,Mohammadia,Urbain,Public,Formation Professionnelle,15,342,2017,1,0,1,0,0,27.97722,-2.87405
ETB10628,École 334-DRA,2019-2020,Drâa-Tafilalet,DRA,Errachidia,Rural,Privé,Primaire,22,288,1972,0,0,1,1,1,35.34794,-8.70455
ETB10629,Collège 347-FES,2021-2022,Fès-Meknès,FES,Ifrane,Urbain,Public,Collégial,26,557,1997,0,0,1,1,0,35.84883,-12.75822
ETB10630,Lycée 393-DRA,2021-2022,Drâa-Tafilalet,DRA,Errachidia,Rural,Public,Qualifiant,34,301,2013,1,1,1,0,1,27.84865,-12.80107
ETB10631,Collège 99-GUE,2018-2019,Guelmim-Oued Noun,GUE,Guelmim,Urbain,Public,Collégial,4,581,1965,0,0,0,1,0,27.98587,-5.85308
ETB10632,École 267-FES,2015-2016,Fès-Meknès,FES,Boulemane,Urbain,Public,Primaire,25,214,1986,0,1,0,0,0,33.00168,-7.49747
ETB10633,École 446-MAR,2018-2019,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Primaire,12,304,1998,0,1,1,0,1,29.05516,-6.7335
ETB10634,École 29-CAS,2020-2021,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,21,313,2011,0,0,1,0,1,30.79726,-4.64103
ETB10635,École 74-MAR,2023-2024,Marrakech-Safi,MAR,Safi,Urbain,Public,Primaire,23,337,2017,0,0,0,0,1,33.85813,-3.93906
ETB10636,École 291-FES,2020-2021,Fès-Meknès,FES,Meknès,Urbain,Public,Primaire,12,357,1975,1,1,1,1,0,29.83954,-3.86327
ETB10637,École 122-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Primaire,31,325,1990,0,1,1,1,1,29.79974,-10.38416
ETB10638,Université 94-CAS,2022-2023,Casablanca-Settat,CAS,Khouribga,Rural,Public,Supérieur,19,1500,1969,1,0,0,1,0,27.8181,-7.91471
ETB10639,Jardin 416-SOU,2019-2020,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Public,Préscolaire,4,77,2008,1,0,0,0,0,29.42126,-7.67244
ETB10640,OFPPT 454-MAR,2021-2022,Marrakech-Safi,MAR,Al Haouz,Urbain,Public,Formation Professionnelle,8,335,1960,0,0,1,1,0,33.09348,-11.32983
ETB10641,École 262-RAB,2016-2017,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Public,Primaire,32,275,1994,0,1,0,1,0,32.88708,-2.12173
ETB10642,Collège 199-BMK,2023-2024,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Public,Collégial,10,388,2015,0,0,0,0,0,35.8799,-2.55035
ETB10643,École 190-CAS,2023-2024,Casablanca-Settat,CAS,Sidi Bennour,Rural,Public,Primaire,20,333,2015,0,0,0,1,0,35.73704,-7.74243
ETB10644,École 175-BMK,2015-2016,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Privé,Primaire,33,511,1983,0,0,1,0,1,34.50119,-8.40735
ETB10645,École 358-ORI,2018-2019,Oriental,ORI,Berkane,Rural,Public,Primaire,29,188,2003,0,0,0,1,0,29.66653,-1.2536
ETB10646,Lycée 256-CAS,2020-2021,Casablanca-Settat,CAS,Sidi Bennour,Rural,Public,Qualifiant,27,358,1972,1,1,1,1,0,28.31353,-2.33438
ETB10647,Lycée 362-MAR,2019-2020,Marrakech-Safi,MAR,Essaouira,Rural,Public,Qualifiant,15,390,1977,0,1,1,1,0,32.48711,-12.74749
ETB10648,Université 57-SOU,2017-2018,Souss-Massa,SOU,Tiznit,Urbain,Public,Supérieur,7,929,2020,0,0,1,1,0,29.80305,-8.30596
ETB10649,École 224-BMK,2021-2022,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Public,Primaire,28,260,1971,1,1,0,1,0,28.97352,-7.72513
ETB10650,École 76-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Public,Primaire,14,361,1981,0,1,0,1,0,31.47328,-9.23316
ETB10651,Jardin 14-BMK,2019-2020,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Public,Préscolaire,14,67,2007,1,1,0,1,0,35.49144,-6.94963
ETB10652,Jardin 307-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Public,Préscolaire,19,62,1972,1,0,0,1,0,28.21322,-10.06751
ETB10653,Jardin 185-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Préscolaire,22,59,2013,0,0,0,0,1,32.18805,-12.10616
ETB10654,École 426-ORI,2020-2021,Oriental,ORI,Figuig,Urbain,Public,Primaire,27,423,1970,0,0,0,0,0,33.9425,-6.90827
ETB10655,Lycée 275-TAN,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Public,Qualifiant,7,477,1986,0,0,1,1,0,28.69843,-10.42672
ETB10656,Lycée 498-ORI,2018-2019,Oriental,ORI,Guercif,Rural,Public,Qualifiant,11,211,2000,0,0,1,1,1,32.32158,-13.13706
ETB10657,École 183-TAN,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Public,Primaire,24,242,1973,1,1,0,0,0,31.04085,-4.18893
ETB10658,Lycée 354-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Qualifiant,3,447,1987,0,1,0,1,0,31.78583,-2.02684
ETB10659,Lycée 294-SOU,2023-2024,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Public,Qualifiant,12,552,1988,1,0,1,1,1,31.75599,-2.92407
ETB10660,École 313-BMK,2022-2023,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Privé,Primaire,30,420,1979,1,1,1,1,1,35.50463,-2.13391
ETB10661,Lycée 130-SOU,2023-2024,Souss-Massa,SOU,Tiznit,Urbain,Privé,Qualifiant,31,376,2005,0,0,0,0,0,27.8843,-2.67387
ETB10662,École 454-DAK,2019-2020,Dakhla-Oued Eddahab,DAK,Dakhla,Urbain,Public,Primaire,18,232,2013,0,0,1,1,0,30.36937,-6.86533
ETB10663,Jardin 197-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Préscolaire,17,80,2019,0,0,1,1,0,31.12595,-7.84421
ETB10664,École 475-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Primaire,19,270,1970,1,0,1,0,0,32.50788,-5.19725
ETB10665,Collège 263-MAR,2015-2016,Marrakech-Safi,MAR,Safi,Urbain,Public,Collégial,16,502,2000,1,1,0,0,1,34.94238,-7.37697
ETB10666,OFPPT 415-MAR,2018-2019,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Public,Formation Professionnelle,11,262,1965,1,1,0,1,1,27.73192,-12.50507
ETB10667,OFPPT 380-BMK,2023-2024,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Public,Formation Professionnelle,21,315,1986,0,0,0,0,0,35.75573,-9.7428
ETB10668,Jardin 497-CAS,2018-2019,Casablanca-Settat,CAS,Settat,Urbain,Public,Préscolaire,5,70,2000,0,1,1,1,1,33.71592,-4.72382
ETB10669,École 272-CAS,2015-2016,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Primaire,11,291,1987,1,0,1,1,0,30.43438,-11.52682
ETB10670,Collège 445-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Privé,Collégial,14,393,1974,0,0,0,1,0,30.85642,-9.9423
ETB10671,Collège 366-ORI,2015-2016,Oriental,ORI,Figuig,Urbain,Public,Collégial,15,470,1979,1,1,0,0,1,32.40936,-5.27166
ETB10672,École 407-CAS,2018-2019,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Primaire,17,321,1974,0,0,1,1,0,28.81178,-6.27768
ETB10673,École 397-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Public,Primaire,9,324,2019,1,1,0,1,0,31.11378,-12.13987
ETB10674,École 178-ORI,2017-2018,Oriental,ORI,Guercif,Rural,Public,Primaire,25,229,1963,0,0,1,1,0,32.58358,-6.50125
ETB10675,École 213-FES,2021-2022,Fès-Meknès,FES,Taza,Rural,Public,Primaire,12,240,2004,1,0,1,1,0,30.80559,-6.46792
ETB10676,Collège 361-FES,2015-2016,Fès-Meknès,FES,Meknès,Urbain,Public,Collégial,29,555,2003,0,1,1,1,1,28.48308,-2.16329
ETB10677,École 133-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Public,Primaire,27,283,2013,1,0,0,0,1,31.9886,-2.68201
ETB10678,Université 299-MAR,2019-2020,Marrakech-Safi,MAR,Safi,Rural,Public,Supérieur,18,2699,1969,0,0,1,1,1,33.20238,-13.06063
ETB10679,Université 52-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Supérieur,30,2859,1982,1,1,1,1,0,29.64779,-5.49475
ETB10680,École 136-MAR,2017-2018,Marrakech-Safi,MAR,Safi,Rural,Public,Primaire,30,246,1969,0,0,1,1,1,35.72895,-2.9303
ETB10681,École 442-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Primaire,4,301,1989,0,0,0,0,0,31.19502,-5.14813
ETB10682,École 156-SOU,2015-2016,Souss-Massa,SOU,Tiznit,Urbain,Privé,Primaire,12,350,1990,1,1,0,1,0,35.1635,-4.63646
ETB10683,Lycée 414-MAR,2021-2022,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Qualifiant,28,212,1979,0,1,1,1,0,31.66397,-2.20852
ETB10684,Collège 493-SOU,2022-2023,Souss-Massa,SOU,Tata,Rural,Public,Collégial,7,426,1989,1,1,1,1,1,31.68082,-8.92495
ETB10685,Lycée 476-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Qualifiant,11,347,1982,1,1,0,1,0,34.15542,-1.0665
ETB10686,Université 481-CAS,2021-2022,Casablanca-Settat,CAS,Settat,Urbain,Public,Supérieur,7,2504,1982,0,0,1,0,0,31.74006,-6.12539
ETB10687,École 168-CAS,2023-2024,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Primaire,9,230,2004,0,0,0,0,0,33.1515,-4.33544
ETB10688,Lycée 202-RAB,2019-2020,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Qualifiant,3,483,1998,0,0,0,1,0,34.81116,-12.8614
ETB10689,Collège 93-RAB,2019-2020,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Public,Collégial,13,524,2016,1,0,0,1,0,28.56274,-2.42293
ETB10690,Lycée 2-CAS,2021-2022,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Qualifiant,30,488,1989,1,0,0,1,1,32.52631,-7.32192
ETB10691,Jardin 193-DRA,2022-2023,Drâa-Tafilalet,DRA,Midelt,Rural,Public,Préscolaire,24,61,2012,0,0,1,1,1,35.6467,-7.97898
ETB10692,École 423-BMK,2022-2023,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Public,Primaire,12,310,1992,0,0,1,0,0,35.88702,-5.03222
ETB10693,Université 47-BMK,2018-2019,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Privé,Supérieur,31,2034,1997,1,0,0,1,1,35.5798,-10.80723
ETB10694,Collège 490-MAR,2018-2019,Marrakech-Safi,MAR,Safi,Rural,Public,Collégial,32,397,1991,0,0,1,0,1,31.9525,-9.47927
ETB10695,École 146-RAB,2019-2020,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Primaire,7,239,1975,0,1,1,0,0,29.90443,-6.11037
ETB10696,Lycée 244-FES,2022-2023,Fès-Meknès,FES,Fès,Rural,Public,Qualifiant,33,401,1991,0,1,1,0,1,28.65472,-12.39118
ETB10697,Lycée 165-RAB,2016-2017,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Qualifiant,22,269,2015,0,1,0,0,1,35.50808,-3.65916
ETB10698,Collège 303-CAS,2022-2023,Casablanca-Settat,CAS,Settat,Rural,Public,Collégial,28,416,1976,0,0,1,1,0,29.85852,-2.03864
ETB10699,Lycée 378-MAR,2018-2019,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Qualifiant,25,147,1967,1,0,1,0,0,31.81364,-2.74292
ETB10700,Lycée 105-DRA,2022-2023,Drâa-Tafilalet,DRA,Tinghir,Rural,Public,Qualifiant,20,97,1982,1,1,1,1,0,34.55477,-11.06308
ETB10701,École 443-TAN,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Public,Primaire,20,366,1965,0,0,1,0,0,34.83042,-4.17073
ETB10702,Collège 224-ORI,2023-2024,Oriental,ORI,Oujda-Angad,Urbain,Public,Collégial,21,267,1978,1,0,0,1,0,35.61476,-12.43383
ETB10703,Collège 57-FES,2016-2017,Fès-Meknès,FES,El Hajeb,Urbain,Public,Collégial,22,377,1980,0,1,0,1,1,30.49815,-1.3766
ETB10704,Université 307-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Public,Supérieur,19,2493,1994,1,1,0,1,1,31.23246,-10.43382
ETB10705,École 75-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Privé,Primaire,15,369,1969,0,0,1,1,0,31.25602,-5.64591
ETB10706,Collège 122-MAR,2018-2019,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Collégial,9,502,1980,0,0,1,0,0,34.90485,-2.6354
ETB10707,École 399-DRA,2019-2020,Drâa-Tafilalet,DRA,Errachidia,Rural,Privé,Primaire,19,357,1987,1,1,0,1,1,30.25434,-5.65229
ETB10708,École 299-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Public,Primaire,10,282,1983,1,0,1,0,0,29.64505,-10.51728
ETB10709,École 299-ORI,2019-2020,Oriental,ORI,Driouch,Urbain,Public,Primaire,18,267,1987,1,0,1,1,0,27.96091,-1.68291
ETB10710,École 447-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Primaire,3,319,1984,1,0,1,1,1,29.51914,-6.66258
ETB10711,École 321-ORI,2015-2016,Oriental,ORI,Nador,Rural,Public,Primaire,18,388,1980,0,0,0,1,1,32.67934,-8.43836
ETB10712,École 358-ORI,2023-2024,Oriental,ORI,Berkane,Rural,Public,Primaire,23,267,1984,0,1,0,1,1,34.23036,-7.50763
ETB10713,École 79-GUE,2022-2023,Guelmim-Oued Noun,GUE,Guelmim,Urbain,Privé,Primaire,31,139,1979,0,0,1,1,0,35.22307,-10.56189
ETB10714,Jardin 6-MAR,2022-2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Public,Préscolaire,26,53,1990,1,0,1,1,0,30.74971,-3.61298
ETB10715,École 385-CAS,2018-2019,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Primaire,16,458,2019,1,0,1,1,0,34.22326,-9.67722
ETB10716,Lycée 378-CAS,2020-2021,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Qualifiant,34,231,1973,1,1,0,1,1,29.01802,-5.06028
ETB10717,OFPPT 208-BMK,2020-2021,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Public,Formation Professionnelle,29,391,1963,1,0,1,0,1,30.18771,-4.43244
ETB10718,Lycée 417-FES,2016-2017,Fès-Meknès,FES,Taounate,Rural,Public,Qualifiant,27,121,1978,1,1,0,0,1,31.34901,-9.89781
ETB10719,École 223-SOU,2021-2022,Souss-Massa,SOU,Tiznit,Rural,Public,Primaire,13,228,2001,0,1,1,1,1,34.45229,-8.81328
ETB10720,École 311-MAR,2016-2017,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Primaire,22,381,1973,1,1,1,1,1,28.60448,-5.29968
ETB10721,Lycée 191-MAR,2021-2022,Marrakech-Safi,MAR,Youssoufia,Urbain,Public,Qualifiant,4,310,1992,1,0,1,1,0,33.36347,-6.61097
ETB10722,École 357-TAN,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Privé,Primaire,7,327,1969,0,0,0,0,0,29.12535,-2.06568
ETB10723,Collège 122-FES,2020-2021,Fès-Meknès,FES,Meknès,Rural,Privé,Collégial,25,446,1989,0,1,0,0,0,29.50932,-13.09999
ETB10724,École 409-MAR,2020-2021,Marrakech-Safi,MAR,Al Haouz,Rural,Public,Primaire,15,458,1973,0,0,1,1,1,28.16217,-8.04349
ETB10725,Collège 438-BMK,2016-2017,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Privé,Collégial,9,360,2006,0,0,1,1,0,34.07876,-1.60938
ETB10726,École 209-MAR,2023-2024,Marrakech-Safi,MAR,Youssoufia,Urbain,Privé,Primaire,28,442,1987,0,0,1,0,1,28.89998,-1.10545
ETB10727,École 406-MAR,2016-2017,Marrakech-Safi,MAR,Youssoufia,Urbain,Public,Primaire,11,272,1963,0,0,1,0,0,34.47027,-8.1014
ETB10728,Jardin 169-FES,2015-2016,Fès-Meknès,FES,El Hajeb,Urbain,Public,Préscolaire,4,60,2012,0,0,1,0,0,29.91824,-8.16388
ETB10729,Université 256-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Public,Supérieur,15,2298,1986,1,0,1,1,0,29.05599,-11.45013
ETB10730,École 21-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Public,Primaire,11,349,1965,1,0,0,0,1,31.5577,-6.51121
ETB10731,Collège 322-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Public,Collégial,4,332,1987,1,0,0,1,0,29.50326,-7.01179
ETB10732,Université 288-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Public,Supérieur,4,2310,1979,0,0,0,0,0,28.10958,-10.06763
ETB10733,École 165-MAR,2018-2019,Marrakech-Safi,MAR,Marrakech,Rural,Public,Primaire,32,299,1974,0,1,1,1,1,32.79822,-6.46878
ETB10734,École 498-FES,2021-2022,Fès-Meknès,FES,Meknès,Urbain,Public,Primaire,23,437,2016,0,0,0,1,1,30.93963,-10.67314
ETB10735,Université 31-SOU,2022-2023,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Public,Supérieur,32,1541,2001,0,1,0,1,0,30.12291,-1.2025
ETB10736,Collège 330-BMK,2022-2023,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Privé,Collégial,20,282,2002,0,0,1,0,0,27.95564,-6.55935
