id_abandon,annee_scolaire,region,code_region,province,milieu,cycle,niveau_classe,genre,age_abandon,motif_principal,distance_etablissement,revenu_menage_mensuel,nb_enfants_menage,parent_analphabete,retour_ecole
AB401082,2019-2020,Souss-Massa,SOU,Taroudannt,Urbain,Collégial,Année 3,Masculin,15,Travail enfant,< 1 km,> 7000 MAD,7,0,1
AB401083,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Collégial,Année 1,Féminin,15,Travail enfant,< 1 km,2000-4000 MAD,5,0,1
AB401084,2015-2016,Guelmim-Oued Noun,GUE,Sidi Ifni,Rural,Qualifiant,Année 2,Féminin,17,Mariage précoce,< 1 km,< 2000 MAD,6,0,0
AB401085,2020-2021,Fès-Meknès,FES,Moulay Yacoub,Rural,Collégial,Année 2,Masculin,14,Difficultés économiques,> 15 km,4000-7000 MAD,3,0,0
AB401086,2020-2021,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Qualifiant,Année 1,Masculin,18,Difficultés scolaires,< 1 km,4000-7000 MAD,1,1,1
AB401087,2018-2019,Fès-Meknès,FES,Fès,Rural,Qualifiant,Année 1,Masculin,17,Grossesse,1–5 km,2000-4000 MAD,4,0,0
AB401088,2016-2017,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Collégial,Année 1,Féminin,15,Difficultés scolaires,1–5 km,> 7000 MAD,1,1,1
AB401089,2016-2017,Casablanca-Settat,CAS,Mohammadia,Urbain,Collégial,Année 3,Masculin,13,Difficultés économiques,< 1 km,4000-7000 MAD,7,1,0
AB401090,2020-2021,Marrakech-Safi,MAR,Marrakech,Rural,Primaire,Année 2,Masculin,12,Grossesse,5–15 km,< 2000 MAD,3,0,0
AB401091,2016-2017,Souss-Massa,SOU,Taroudannt,Rural,Primaire,Année 4,Masculin,8,Difficultés économiques,> 15 km,< 2000 MAD,4,0,0
AB401092,2022-2023,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Collégial,Année 2,Féminin,13,Difficultés économiques,5–15 km,< 2000 MAD,2,1,0
AB401093,2020-2021,Casablanca-Settat,CAS,Mohammadia,Urbain,Collégial,Année 2,Féminin,13,Mariage précoce,1–5 km,2000-4000 MAD,7,1,0
AB401094,2018-2019,Drâa-Tafilalet,DRA,Zagora,Rural,Collégial,Année 1,Féminin,14,Mariage précoce,< 1 km,2000-4000 MAD,1,0,0
AB401095,2023-2024,Casablanca-Settat,CAS,Benslimane,Rural,Primaire,Année 4,Féminin,10,Travail enfant,< 1 km,4000-7000 MAD,3,1,0
AB401096,2020-2021,Marrakech-Safi,MAR,Essaouira,Rural,Primaire,Année 4,Masculin,9,Travail enfant,< 1 km,2000-4000 MAD,5,1,0
AB401097,2018-2019,Casablanca-Settat,CAS,Berrechid,Rural,Qualifiant,Année 3,Féminin,17,Difficultés économiques,5–15 km,< 2000 MAD,7,1,0
AB401098,2023-2024,Casablanca-Settat,CAS,Benslimane,Urbain,Qualifiant,Année 1,Masculin,18,Difficultés scolaires,< 1 km,4000-7000 MAD,5,1,0
AB401099,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Collégial,Année 1,Masculin,15,Difficultés économiques,< 1 km,4000-7000 MAD,6,0,0
AB401100,2018-2019,Fès-Meknès,FES,Boulemane,Rural,Qualifiant,Année 1,Féminin,18,Difficultés scolaires,5–15 km,2000-4000 MAD,6,1,0
AB401101,2019-2020,Marrakech-Safi,MAR,Al Haouz,Rural,Collégial,Année 3,Masculin,13,Difficultés économiques,5–15 km,> 7000 MAD,1,0,1
AB401102,2023-2024,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Collégial,Année 2,Féminin,15,Éloignement de l'établissement,1–5 km,< 2000 MAD,3,1,0
AB401103,2016-2017,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Collégial,Année 1,Féminin,14,Difficultés scolaires,1–5 km,4000-7000 MAD,2,1,1
AB401104,2016-2017,Casablanca-Settat,CAS,Benslimane,Rural,Qualifiant,Année 2,Féminin,16,Difficultés économiques,5–15 km,4000-7000 MAD,4,1,0
AB401105,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Primaire,Année 4,Féminin,11,Travail enfant,5–15 km,4000-7000 MAD,5,0,1
AB401106,2020-2021,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Collégial,Année 3,Féminin,13,Travail enfant,> 15 km,4000-7000 MAD,1,1,0
AB401107,2018-2019,Fès-Meknès,FES,Séfrou,Rural,Collégial,Année 3,Masculin,15,Travail enfant,1–5 km,< 2000 MAD,7,0,0
AB401108,2020-2021,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Collégial,Année 3,Masculin,13,Difficultés scolaires,5–15 km,< 2000 MAD,3,1,0
AB401109,2022-2023,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Primaire,Année 1,Féminin,10,Handicap,5–15 km,4000-7000 MAD,4,1,1
AB401110,2018-2019,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Urbain,Collégial,Année 1,Féminin,14,Difficultés économiques,< 1 km,2000-4000 MAD,6,1,0
AB401111,2023-2024,Casablanca-Settat,CAS,Benslimane,Urbain,Collégial,Année 1,Féminin,13,Éloignement de l'établissement,< 1 km,> 7000 MAD,4,1,1
AB401112,2015-2016,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Primaire,Année 2,Masculin,10,Travail enfant,< 1 km,< 2000 MAD,1,1,0
AB401113,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Collégial,Année 2,Féminin,14,Difficultés scolaires,5–15 km,< 2000 MAD,1,0,0
AB401114,2022-2023,Oriental,ORI,Taourirt,Rural,Primaire,Année 2,Masculin,12,Travail enfant,1–5 km,2000-4000 MAD,2,1,0
AB401115,2015-2016,Marrakech-Safi,MAR,Safi,Rural,Collégial,Année 3,Masculin,14,Difficultés économiques,5–15 km,4000-7000 MAD,1,0,0
AB401116,2017-2018,Oriental,ORI,Nador,Urbain,Primaire,Année 1,Féminin,8,Éloignement de l'établissement,1–5 km,4000-7000 MAD,4,0,0
AB401117,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Primaire,Année 6,Féminin,7,Travail enfant,5–15 km,2000-4000 MAD,3,1,1
AB401118,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Collégial,Année 1,Féminin,13,Mariage précoce,5–15 km,2000-4000 MAD,5,0,0
AB401119,2017-2018,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Collégial,Année 1,Féminin,13,Difficultés économiques,1–5 km,< 2000 MAD,3,0,0
AB401120,2019-2020,Fès-Meknès,FES,Taounate,Urbain,Qualifiant,Année 2,Féminin,17,Mariage précoce,< 1 km,< 2000 MAD,4,0,1
AB401121,2019-2020,Souss-Massa,SOU,Tiznit,Rural,Collégial,Année 3,Masculin,13,Travail enfant,< 1 km,2000-4000 MAD,8,1,0
AB401122,2020-2021,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Collégial,Année 2,Masculin,13,Mariage précoce,< 1 km,4000-7000 MAD,3,1,0
AB401123,2017-2018,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Primaire,Année 6,Féminin,11,Éloignement de l'établissement,< 1 km,2000-4000 MAD,1,1,0
AB401124,2021-2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Primaire,Année 1,Masculin,8,Travail enfant,5–15 km,< 2000 MAD,6,1,1
AB401125,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Collégial,Année 1,Masculin,14,Difficultés économiques,< 1 km,< 2000 MAD,6,1,1
AB401126,2021-2022,Marrakech-Safi,MAR,Essaouira,Rural,Collégial,Année 3,Masculin,15,Travail enfant,< 1 km,4000-7000 MAD,8,0,0
AB401127,2016-2017,Casablanca-Settat,CAS,Sidi Bennour,Rural,Qualifiant,Année 3,Masculin,16,Autre,< 1 km,> 7000 MAD,8,1,1
AB401128,2017-2018,Casablanca-Settat,CAS,Casablanca,Urbain,Collégial,Année 2,Féminin,15,Travail enfant,< 1 km,2000-4000 MAD,5,0,0
AB401129,2016-2017,Fès-Meknès,FES,Fès,Rural,Qualifiant,Année 2,Masculin,17,Éloignement de l'établissement,1–5 km,2000-4000 MAD,4,0,0
AB401130,2018-2019,Casablanca-Settat,CAS,Benslimane,Urbain,Qualifiant,Année 3,Féminin,18,Handicap,> 15 km,> 7000 MAD,4,1,0
AB401131,2021-2022,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Primaire,Année 5,Féminin,10,Manque d'infrastructures,< 1 km,< 2000 MAD,2,1,0
AB401132,2020-2021,Fès-Meknès,FES,Boulemane,Urbain,Primaire,Année 5,Masculin,12,Handicap,1–5 km,4000-7000 MAD,2,0,0
AB401133,2023-2024,Souss-Massa,SOU,Tata,Rural,Primaire,Année 3,Masculin,7,Éloignement de l'établissement,5–15 km,2000-4000 MAD,2,1,0
AB401134,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Collégial,Année 1,Masculin,13,Difficultés scolaires,< 1 km,< 2000 MAD,6,0,0
AB401135,2016-2017,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Collégial,Année 3,Masculin,13,Difficultés économiques,5–15 km,< 2000 MAD,4,1,0
AB401136,2017-2018,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Collégial,Année 2,Féminin,13,Handicap,1–5 km,2000-4000 MAD,6,1,1
AB401137,2022-2023,Fès-Meknès,FES,Séfrou,Rural,Qualifiant,Année 2,Féminin,17,Mariage précoce,1–5 km,2000-4000 MAD,7,1,0
AB401138,2018-2019,Oriental,ORI,Nador,Rural,Primaire,Année 5,Féminin,8,Travail enfant,< 1 km,> 7000 MAD,8,1,1
AB401139,2017-2018,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Collégial,Année 2,Féminin,13,Travail enfant,1–5 km,4000-7000 MAD,1,1,0
AB401140,2021-2022,Casablanca-Settat,CAS,Berrechid,Rural,Primaire,Année 4,Féminin,7,Travail enfant,> 15 km,> 7000 MAD,5,0,0
AB401141,2017-2018,Marrakech-Safi,MAR,Marrakech,Urbain,Collégial,Année 1,Féminin,15,Handicap,< 1 km,< 2000 MAD,6,1,0
AB401142,2018-2019,Oriental,ORI,Driouch,Rural,Collégial,Année 3,Masculin,15,Difficultés économiques,< 1 km,< 2000 MAD,7,0,1
AB401143,2020-2021,Fès-Meknès,FES,Taza,Urbain,Qualifiant,Année 3,Féminin,17,Autre,1–5 km,> 7000 MAD,7,1,0
AB401144,2015-2016,Oriental,ORI,Oujda-Angad,Urbain,Collégial,Année 1,Masculin,13,Manque d'infrastructures,1–5 km,< 2000 MAD,8,1,0
AB401145,2023-2024,Casablanca-Settat,CAS,Khouribga,Rural,Primaire,Année 2,Masculin,9,Manque d'infrastructures,< 1 km,2000-4000 MAD,1,0,0
AB401146,2017-2018,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Primaire,Année 2,Féminin,10,Éloignement de l'établissement,> 15 km,< 2000 MAD,7,0,0
AB401147,2019-2020,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Collégial,Année 1,Masculin,15,Difficultés économiques,< 1 km,4000-7000 MAD,4,0,1
AB401148,2017-2018,Fès-Meknès,FES,Meknès,Rural,Collégial,Année 2,Féminin,13,Travail enfant,> 15 km,4000-7000 MAD,5,0,1
AB401149,2018-2019,Casablanca-Settat,CAS,El Jadida,Urbain,Primaire,Année 2,Masculin,9,Difficultés économiques,1–5 km,2000-4000 MAD,2,1,1
AB401150,2020-2021,Casablanca-Settat,CAS,Casablanca,Rural,Collégial,Année 2,Masculin,14,Difficultés économiques,1–5 km,2000-4000 MAD,8,0,1
AB401151,2019-2020,Casablanca-Settat,CAS,Settat,Urbain,Qualifiant,Année 3,Masculin,17,Autre,1–5 km,< 2000 MAD,5,1,0
AB401152,2015-2016,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Collégial,Année 3,Féminin,14,Travail enfant,1–5 km,< 2000 MAD,5,1,0
AB401153,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Primaire,Année 2,Masculin,10,Difficultés économiques,> 15 km,2000-4000 MAD,2,0,0
AB401154,2017-2018,Marrakech-Safi,MAR,Essaouira,Rural,Collégial,Année 2,Féminin,13,Manque d'infrastructures,1–5 km,> 7000 MAD,3,1,0
AB401155,2016-2017,Marrakech-Safi,MAR,Marrakech,Urbain,Qualifiant,Année 3,Féminin,18,Mariage précoce,1–5 km,2000-4000 MAD,4,1,1
AB401156,2023-2024,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Qualifiant,Année 3,Masculin,16,Difficultés économiques,1–5 km,4000-7000 MAD,2,1,1
AB401157,2015-2016,Marrakech-Safi,MAR,Essaouira,Urbain,Collégial,Année 1,Masculin,13,Difficultés scolaires,1–5 km,< 2000 MAD,2,0,0
AB401158,2018-2019,Fès-Meknès,FES,Taounate,Rural,Collégial,Année 2,Masculin,15,Difficultés économiques,< 1 km,2000-4000 MAD,7,0,1
AB401159,2023-2024,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Primaire,Année 5,Masculin,10,Éloignement de l'établissement,1–5 km,4000-7000 MAD,1,0,1
AB401160,2015-2016,Oriental,ORI,Berkane,Rural,Collégial,Année 2,Féminin,14,Difficultés scolaires,5–15 km,> 7000 MAD,2,0,0
AB401161,2023-2024,Casablanca-Settat,CAS,Benslimane,Rural,Qualifiant,Année 3,Masculin,17,Difficultés économiques,< 1 km,< 2000 MAD,8,1,0
AB401162,2016-2017,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Qualifiant,Année 2,Féminin,16,Autre,1–5 km,4000-7000 MAD,6,1,0
AB401163,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Collégial,Année 2,Masculin,13,Travail enfant,1–5 km,2000-4000 MAD,5,1,0
AB401164,2023-2024,Rabat-Salé-Kénitra,RAB,Salé,Rural,Primaire,Année 5,Masculin,9,Manque d'infrastructures,5–15 km,4000-7000 MAD,4,0,0
AB401165,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Collégial,Année 2,Masculin,15,Éloignement de l'établissement,5–15 km,2000-4000 MAD,4,1,0
AB401166,2016-2017,Casablanca-Settat,CAS,Khouribga,Urbain,Primaire,Année 4,Masculin,9,Travail enfant,1–5 km,2000-4000 MAD,8,0,0
AB401167,2015-2016,Drâa-Tafilalet,DRA,Midelt,Urbain,Primaire,Année 3,Masculin,10,Difficultés économiques,1–5 km,< 2000 MAD,4,0,0
AB401168,2021-2022,Marrakech-Safi,MAR,Al Haouz,Rural,Primaire,Année 2,Féminin,8,Éloignement de l'établissement,1–5 km,4000-7000 MAD,6,0,0
AB401169,2022-2023,Casablanca-Settat,CAS,Casablanca,Rural,Collégial,Année 1,Masculin,14,Difficultés économiques,< 1 km,> 7000 MAD,7,1,0
AB401170,2015-2016,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Collégial,Année 2,Féminin,14,Difficultés économiques,< 1 km,2000-4000 MAD,1,0,0
AB401171,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Qualifiant,Année 2,Féminin,17,Difficultés économiques,5–15 km,> 7000 MAD,8,0,1
AB401172,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Collégial,Année 1,Masculin,13,Difficultés économiques,5–15 km,4000-7000 MAD,4,1,1
AB401173,2017-2018,Marrakech-Safi,MAR,Al Haouz,Rural,Qualifiant,Année 3,Féminin,18,Difficultés scolaires,< 1 km,2000-4000 MAD,7,1,0
AB401174,2020-2021,Drâa-Tafilalet,DRA,Errachidia,Urbain,Primaire,Année 4,Féminin,9,Difficultés économiques,1–5 km,4000-7000 MAD,8,0,1
AB401175,2021-2022,Casablanca-Settat,CAS,Mohammadia,Rural,Collégial,Année 3,Masculin,15,Travail enfant,1–5 km,2000-4000 MAD,8,0,0
AB401176,2019-2020,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Collégial,Année 3,Masculin,13,Difficultés économiques,1–5 km,> 7000 MAD,4,1,0
AB401177,2015-2016,Oriental,ORI,Taourirt,Urbain,Qualifiant,Année 2,Masculin,17,Travail enfant,> 15 km,4000-7000 MAD,4,1,1
AB401178,2018-2019,Fès-Meknès,FES,Boulemane,Rural,Collégial,Année 3,Masculin,13,Difficultés scolaires,< 1 km,< 2000 MAD,3,1,0
AB401179,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Primaire,Année 5,Féminin,12,Difficultés économiques,1–5 km,2000-4000 MAD,1,1,1
AB401180,2021-2022,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Primaire,Année 4,Masculin,8,Éloignement de l'établissement,5–15 km,4000-7000 MAD,5,1,1
AB401181,2023-2024,Oriental,ORI,Taourirt,Rural,Qualifiant,Année 1,Masculin,16,Travail enfant,5–15 km,4000-7000 MAD,2,1,1
AB401182,2018-2019,Casablanca-Settat,CAS,Khouribga,Rural,Primaire,Année 3,Féminin,11,Handicap,1–5 km,2000-4000 MAD,8,0,0
AB401183,2023-2024,Marrakech-Safi,MAR,Chichaoua,Urbain,Collégial,Année 1,Féminin,13,Mariage précoce,< 1 km,< 2000 MAD,8,1,1
AB401184,2019-2020,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Qualifiant,Année 2,Féminin,18,Difficultés scolaires,< 1 km,2000-4000 MAD,4,1,0
AB401185,2017-2018,Marrakech-Safi,MAR,Marrakech,Rural,Collégial,Année 1,Masculin,15,Éloignement de l'établissement,< 1 km,2000-4000 MAD,4,1,0
AB401186,2020-2021,Rabat-Salé-Kénitra,RAB,Salé,Rural,Primaire,Année 4,Masculin,7,Autre,< 1 km,2000-4000 MAD,7,1,0
AB401187,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Primaire,Année 1,Masculin,7,Difficultés économiques,1–5 km,2000-4000 MAD,6,1,1
AB401188,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Collégial,Année 3,Féminin,15,Manque d'infrastructures,1–5 km,2000-4000 MAD,3,0,1
AB401189,2017-2018,Béni Mellal-Khénifra,BMK,Azilal,Rural,Primaire,Année 1,Masculin,11,Mariage précoce,> 15 km,< 2000 MAD,4,0,1
AB401190,2015-2016,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Primaire,Année 3,Masculin,8,Difficultés économiques,< 1 km,2000-4000 MAD,5,0,0
AB401191,2016-2017,Marrakech-Safi,MAR,Al Haouz,Rural,Collégial,Année 2,Féminin,14,Difficultés économiques,< 1 km,< 2000 MAD,7,0,0
AB401192,2019-2020,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Collégial,Année 2,Masculin,13,Travail enfant,< 1 km,4000-7000 MAD,1,0,0
AB401193,2022-2023,Souss-Massa,SOU,Taroudannt,Rural,Qualifiant,Année 2,Féminin,17,Mariage précoce,1–5 km,< 2000 MAD,5,0,0
AB401194,2017-2018,Oriental,ORI,Berkane,Urbain,Collégial,Année 2,Masculin,14,Manque d'infrastructures,1–5 km,2000-4000 MAD,4,0,0
AB401195,2018-2019,Casablanca-Settat,CAS,Khouribga,Rural,Collégial,Année 2,Féminin,14,Difficultés économiques,> 15 km,< 2000 MAD,7,0,0
AB401196,2023-2024,Casablanca-Settat,CAS,Benslimane,Urbain,Collégial,Année 1,Masculin,14,Handicap,5–15 km,2000-4000 MAD,1,0,1
AB401197,2019-2020,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Primaire,Année 5,Féminin,10,Travail enfant,< 1 km,> 7000 MAD,3,0,0
AB401198,2022-2023,Oriental,ORI,Guercif,Urbain,Primaire,Année 2,Féminin,11,Difficultés économiques,< 1 km,2000-4000 MAD,5,0,0
AB401199,2015-2016,Oriental,ORI,Figuig,Rural,Qualifiant,Année 1,Féminin,17,Difficultés économiques,1–5 km,2000-4000 MAD,6,1,1
AB401200,2018-2019,Laâyoune-Sakia El Hamra,LAA,Tarfaya,Rural,Primaire,Année 2,Féminin,7,Éloignement de l'établissement,< 1 km,< 2000 MAD,7,0,0
AB401201,2020-2021,Marrakech-Safi,MAR,Essaouira,Urbain,Qualifiant,Année 3,Féminin,18,Difficultés économiques,1–5 km,> 7000 MAD,6,1,1
AB401202,2015-2016,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Collégial,Année 2,Féminin,14,Éloignement de l'établissement,< 1 km,> 7000 MAD,7,1,0
AB401203,2023-2024,Drâa-Tafilalet,DRA,Zagora,Urbain,Collégial,Année 3,Masculin,15,Difficultés scolaires,5–15 km,< 2000 MAD,8,1,1
AB401204,2019-2020,Drâa-Tafilalet,DRA,Zagora,Urbain,Primaire,Année 5,Masculin,11,Difficultés économiques,1–5 km,< 2000 MAD,6,0,0
AB401205,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Qualifiant,Année 1,Masculin,16,Difficultés scolaires,1–5 km,2000-4000 MAD,6,1,0
AB401206,2016-2017,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Primaire,Année 5,Masculin,8,Travail enfant,1–5 km,4000-7000 MAD,3,1,0
AB401207,2016-2017,Oriental,ORI,Figuig,Urbain,Collégial,Année 3,Masculin,15,Éloignement de l'établissement,< 1 km,2000-4000 MAD,7,1,0
AB401208,2020-2021,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 3,Masculin,15,Mariage précoce,< 1 km,4000-7000 MAD,2,1,1
AB401209,2021-2022,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 3,Masculin,13,Difficultés scolaires,> 15 km,2000-4000 MAD,5,1,0
AB401210,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Collégial,Année 2,Féminin,15,Travail enfant,1–5 km,< 2000 MAD,2,1,0
AB401211,2019-2020,Casablanca-Settat,CAS,Khouribga,Rural,Primaire,Année 2,Féminin,12,Autre,> 15 km,2000-4000 MAD,5,0,0
AB401212,2016-2017,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Collégial,Année 2,Masculin,13,Travail enfant,< 1 km,< 2000 MAD,3,1,0
AB401213,2017-2018,Marrakech-Safi,MAR,Essaouira,Rural,Primaire,Année 6,Féminin,8,Éloignement de l'établissement,5–15 km,2000-4000 MAD,5,1,0
AB401214,2017-2018,Oriental,ORI,Taourirt,Rural,Primaire,Année 3,Masculin,12,Manque d'infrastructures,1–5 km,< 2000 MAD,7,0,0
AB401215,2020-2021,Oriental,ORI,Guercif,Rural,Qualifiant,Année 2,Masculin,17,Difficultés scolaires,1–5 km,2000-4000 MAD,1,0,0
AB401216,2017-2018,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Qualifiant,Année 3,Masculin,16,Manque d'infrastructures,5–15 km,< 2000 MAD,5,0,0
AB401217,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Primaire,Année 4,Féminin,11,Difficultés scolaires,< 1 km,> 7000 MAD,1,1,0
AB401218,2019-2020,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Collégial,Année 1,Féminin,14,Éloignement de l'établissement,1–5 km,4000-7000 MAD,4,0,0
AB401219,2017-2018,Fès-Meknès,FES,Meknès,Rural,Primaire,Année 1,Masculin,10,Handicap,> 15 km,< 2000 MAD,6,0,0
AB401220,2020-2021,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Collégial,Année 2,Féminin,14,Handicap,1–5 km,2000-4000 MAD,3,0,1
AB401221,2023-2024,Fès-Meknès,FES,Taounate,Urbain,Collégial,Année 2,Masculin,13,Éloignement de l'établissement,1–5 km,< 2000 MAD,6,1,0
AB401222,2016-2017,Casablanca-Settat,CAS,Khouribga,Rural,Qualifiant,Année 2,Masculin,17,Mariage précoce,< 1 km,2000-4000 MAD,8,1,0
AB401223,2022-2023,Drâa-Tafilalet,DRA,Zagora,Rural,Qualifiant,Année 3,Masculin,17,Manque d'infrastructures,1–5 km,4000-7000 MAD,8,1,0
AB401224,2016-2017,Casablanca-Settat,CAS,Mohammadia,Rural,Primaire,Année 3,Féminin,9,Travail enfant,< 1 km,< 2000 MAD,5,0,1
AB401225,2023-2024,Fès-Meknès,FES,Taounate,Rural,Collégial,Année 3,Féminin,13,Difficultés économiques,1–5 km,2000-4000 MAD,7,1,0
AB401226,2017-2018,Laâyoune-Sakia El Hamra,LAA,Boujdour,Rural,Primaire,Année 5,Féminin,12,Éloignement de l'établissement,1–5 km,2000-4000 MAD,3,0,0
AB401227,2018-2019,Fès-Meknès,FES,El Hajeb,Rural,Primaire,Année 4,Féminin,12,Manque d'infrastructures,< 1 km,4000-7000 MAD,7,1,1
AB401228,2015-2016,Marrakech-Safi,MAR,Safi,Urbain,Collégial,Année 1,Masculin,15,Difficultés scolaires,< 1 km,2000-4000 MAD,2,0,0
AB401229,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Collégial,Année 2,Masculin,13,Éloignement de l'établissement,5–15 km,4000-7000 MAD,1,1,0
AB401230,2020-2021,Casablanca-Settat,CAS,El Jadida,Urbain,Collégial,Année 1,Masculin,13,Éloignement de l'établissement,< 1 km,2000-4000 MAD,7,0,0
AB401231,2022-2023,Oriental,ORI,Figuig,Urbain,Qualifiant,Année 1,Masculin,17,Handicap,< 1 km,2000-4000 MAD,8,1,0
AB401232,2018-2019,Fès-Meknès,FES,Ifrane,Urbain,Collégial,Année 3,Féminin,13,Difficultés économiques,< 1 km,4000-7000 MAD,6,0,1
AB401233,2021-2022,Drâa-Tafilalet,DRA,Errachidia,Urbain,Collégial,Année 3,Masculin,13,Éloignement de l'établissement,< 1 km,> 7000 MAD,6,0,1
AB401234,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Collégial,Année 2,Féminin,13,Difficultés économiques,5–15 km,2000-4000 MAD,3,0,0
AB401235,2018-2019,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Primaire,Année 2,Féminin,11,Éloignement de l'établissement,1–5 km,2000-4000 MAD,2,1,0
AB401236,2016-2017,Souss-Massa,SOU,Tata,Rural,Collégial,Année 2,Masculin,14,Mariage précoce,5–15 km,2000-4000 MAD,2,0,1
AB401237,2022-2023,Oriental,ORI,Nador,Rural,Collégial,Année 2,Féminin,15,Travail enfant,1–5 km,< 2000 MAD,2,1,0
AB401238,2019-2020,Oriental,ORI,Berkane,Rural,Collégial,Année 3,Féminin,13,Travail enfant,1–5 km,4000-7000 MAD,5,1,1
AB401239,2018-2019,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Qualifiant,Année 3,Féminin,17,Grossesse,< 1 km,4000-7000 MAD,4,1,0
AB401240,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Qualifiant,Année 1,Masculin,18,Mariage précoce,1–5 km,> 7000 MAD,4,0,1
AB401241,2022-2023,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 1,Féminin,13,Manque d'infrastructures,> 15 km,2000-4000 MAD,6,0,0
AB401242,2019-2020,Casablanca-Settat,CAS,Mohammadia,Rural,Primaire,Année 5,Masculin,10,Difficultés économiques,1–5 km,2000-4000 MAD,3,1,1
AB401243,2020-2021,Marrakech-Safi,MAR,Youssoufia,Rural,Collégial,Année 2,Masculin,14,Difficultés scolaires,1–5 km,2000-4000 MAD,7,1,1
